[0.000000] (-) TimerEvent: {}
[0.000464] (schunk_lwa4p) JobQueued: {'identifier': 'schunk_lwa4p', 'dependencies': OrderedDict()}
[0.000877] (schunk_lwa4p) JobStarted: {'identifier': 'schunk_lwa4p'}
[0.014643] (schunk_lwa4p) JobProgress: {'identifier': 'schunk_lwa4p', 'progress': 'cmake'}
[0.015689] (schunk_lwa4p) JobProgress: {'identifier': 'schunk_lwa4p', 'progress': 'build'}
[0.016938] (schunk_lwa4p) Command: {'cmd': ['/usr/bin/cmake', '--build', '/root/Stogl/my_new_workspace/src/schunk_robots/build/schunk_lwa4p', '--', '-j8', '-l8'], 'cwd': '/root/Stogl/my_new_workspace/src/schunk_robots/build/schunk_lwa4p', 'env': OrderedDict([('RAW_TERMINAL_COLOR_LIGHT_CYAN', '\x1b[1;36m'), ('TERMINAL_BG_COLOR_GREEN', '\\e[42m'), ('TERMINAL_COLOR_USER_INPUT_DECISION', '\\e[0;35m'), ('HOSTNAME', 'd501088bc866'), ('TERMINAL_COLOR_GREEN', '\\e[0;32m'), ('RAW_TERMINAL_COLOR_WHITE', '\x1b[1;37m'), ('RAW_TERMINAL_COLOR_GRAY', '\x1b[1;30m'), ('TERMINAL_BG_COLOR_LIGHT_GREEN', '\\e[1;42m'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/opt/ros/rolling/opt/rviz_ogre_vendor/lib:/opt/ros/rolling/lib/x86_64-linux-gnu:/opt/ros/rolling/lib'), ('HOME', '/root'), ('OLDPWD', '/root/Stogl/my_new_workspace/src/schunk_robots/schunk_lwa4p'), ('TERMINAL_BG_COLOR_BLUE', '\\e[44m'), ('TERMINAL_COLOR_LIGHT_GREEN', '\\e[1;32m'), ('RAW_TERMINAL_COLOR_BLACK', '\x1b[0;30m'), ('RAW_TERMINAL_COLOR_LIGHT_GRAY', '\x1b[0;37m'), ('TERMINAL_BG_COLOR_RED', '\\e[41m'), ('ROS_PYTHON_VERSION', '3'), ('TERMINAL_COLOR_BLUE', '\\e[0;34m'), ('PS1', '\\[\\e[0;37m\\][\\t]\\[\\[\\e[1;32m\\]\\u\\[\\[\\e[0;37m\\]@\\[\\[\\e[0;33m\\]\\h\\[\\[\\e[1;33m\\]${text}\\[\\[\\e[0;37m\\]:\\[$(set_ros_workspace_color)\\]$(parse_ros_workspace)\\[\\[\\e[0;32m\\]$(parse_git_branch_and_add_brackets)>\\[\\[\\e[1;35m\\]\\W\\[\\[\\e[1;35m\\]$\\[\\[\\e[0m\\]\\[\\e[m\\]'), ('TERMINAL_COLOR_RED', '\\e[0;31m'), ('TERMINAL_BG_COLOR_CYAN', '\\e[46m'), ('TERMINAL_BG_COLOR_LIGHT_BLUE', '\\e[1;44m'), ('TERMINAL_BG_COLOR_LIGHT_RED', '\\e[1;41m'), ('TERMINAL_COLOR_LIGHT_BLUE', '\\e[1;34m'), ('TERMINAL_COLOR_CYAN', '\\e[0;36m'), ('RAW_TERMINAL_COLOR_BROWN', '\x1b[0;33m'), ('TERMINAL_COLOR_LIGHT_RED', '\\e[1;31m'), ('TERMINAL_BG_COLOR_LIGHT_CYAN', '\\e[1;46m'), ('RAW_TERMINAL_COLOR_PURPLE', '\x1b[0;35m'), ('ROS_DISTRO', 'rolling'), ('TERMINAL_COLOR_NC', '\\e[0m'), ('TERMINAL_COLOR_LIGHT_CYAN', '\\e[1;36m'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('RAW_TERMINAL_COLOR_LIGHT_PURPLE', '\x1b[1;35m'), ('RAW_TERMINAL_COLOR_YELLOW', '\x1b[1;33m'), ('TERMINAL_COLOR_USER_CONFIRMATION', '\\e[0;34m'), ('TERMINAL_BG_COLOR_WHITE', '\\e[1;47m'), ('TERMINAL_BG_COLOR_GRAY', '\\e[1;40m'), ('TERM', 'xterm'), ('ROS_LOCALHOST_ONLY', '0'), ('TERMINAL_COLOR_WHITE', '\\e[1;37m'), ('TERMINAL_COLOR_GRAY', '\\e[1;30m'), ('PATH', '/opt/ros/rolling/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('TERMINAL_BG_COLOR_LIGHT_GRAY', '\\e[47m'), ('TERMINAL_BG_COLOR_BLACK', '\\e[40m'), ('RTW_COLOR_NOTIFY_USER', '\\e[1;33m'), ('TERMINAL_COLOR_LIGHT_GRAY', '\\e[0;37m'), ('TERMINAL_COLOR_BLACK', '\\e[0;30m'), ('DISPLAY', '192.168.13.106:0.0'), ('LANG', 'C.UTF-8'), ('TERMINAL_BG_COLOR_BROWN', '\\e[43m'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('ROS_DOMAIN_ID', '42'), ('AMENT_PREFIX_PATH', '/opt/ros/rolling'), ('TERMINAL_COLOR_BROWN', '\\e[0;33m'), ('TERMINAL_BG_COLOR_PURPLE', '\\e[45m'), ('RAW_TERMINAL_COLOR_GREEN', '\x1b[0;32m'), ('TERMINAL_COLOR_PURPLE', '\\e[0;35m'), ('TERMINAL_BG_COLOR_LIGHT_PURPLE', '\\e[1;45m'), ('RAW_TERMINAL_COLOR_LIGHT_GREEN', '\x1b[1;32m'), ('TERMINAL_COLOR_USER_NOTICE', '\\e[1;33m'), ('TERMINAL_BG_COLOR_YELLOW', '\\e[1;43m'), ('TERMINAL_COLOR_LIGHT_PURPLE', '\\e[1;35m'), ('TERMINAL_COLOR_YELLOW', '\\e[1;33m'), ('PWD', '/root/Stogl/my_new_workspace/src/schunk_robots/build/schunk_lwa4p'), ('RAW_TERMINAL_COLOR_BLUE', '\x1b[0;34m'), ('LC_ALL', 'C.UTF-8'), ('RAW_TERMINAL_COLOR_RED', '\x1b[0;31m'), ('RCUTILS_COLORIZED_OUTPUT', '1'), ('PYTHONPATH', '/opt/ros/rolling/lib/python3.10/site-packages:/opt/ros/rolling/local/lib/python3.10/dist-packages'), ('RAW_TERMINAL_COLOR_CYAN', '\x1b[0;36m'), ('RAW_TERMINAL_COLOR_LIGHT_BLUE', '\x1b[1;34m'), ('RTW_COLOR_ERROR', '\\e[0;31m'), ('COLCON', '1'), ('RAW_TERMINAL_COLOR_LIGHT_RED', '\x1b[1;31m'), ('RAW_TERMINAL_COLOR_NC', '\x1b[0m'), ('CMAKE_PREFIX_PATH', '/opt/ros/rolling')]), 'shell': False}
[0.054839] (schunk_lwa4p) CommandEnded: {'returncode': 0}
[0.072551] (schunk_lwa4p) JobProgress: {'identifier': 'schunk_lwa4p', 'progress': 'install'}
[0.079880] (schunk_lwa4p) Command: {'cmd': ['/usr/bin/cmake', '--install', '/root/Stogl/my_new_workspace/src/schunk_robots/build/schunk_lwa4p'], 'cwd': '/root/Stogl/my_new_workspace/src/schunk_robots/build/schunk_lwa4p', 'env': OrderedDict([('RAW_TERMINAL_COLOR_LIGHT_CYAN', '\x1b[1;36m'), ('TERMINAL_BG_COLOR_GREEN', '\\e[42m'), ('TERMINAL_COLOR_USER_INPUT_DECISION', '\\e[0;35m'), ('HOSTNAME', 'd501088bc866'), ('TERMINAL_COLOR_GREEN', '\\e[0;32m'), ('RAW_TERMINAL_COLOR_WHITE', '\x1b[1;37m'), ('RAW_TERMINAL_COLOR_GRAY', '\x1b[1;30m'), ('TERMINAL_BG_COLOR_LIGHT_GREEN', '\\e[1;42m'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/opt/ros/rolling/opt/rviz_ogre_vendor/lib:/opt/ros/rolling/lib/x86_64-linux-gnu:/opt/ros/rolling/lib'), ('HOME', '/root'), ('OLDPWD', '/root/Stogl/my_new_workspace/src/schunk_robots/schunk_lwa4p'), ('TERMINAL_BG_COLOR_BLUE', '\\e[44m'), ('TERMINAL_COLOR_LIGHT_GREEN', '\\e[1;32m'), ('RAW_TERMINAL_COLOR_BLACK', '\x1b[0;30m'), ('RAW_TERMINAL_COLOR_LIGHT_GRAY', '\x1b[0;37m'), ('TERMINAL_BG_COLOR_RED', '\\e[41m'), ('ROS_PYTHON_VERSION', '3'), ('TERMINAL_COLOR_BLUE', '\\e[0;34m'), ('PS1', '\\[\\e[0;37m\\][\\t]\\[\\[\\e[1;32m\\]\\u\\[\\[\\e[0;37m\\]@\\[\\[\\e[0;33m\\]\\h\\[\\[\\e[1;33m\\]${text}\\[\\[\\e[0;37m\\]:\\[$(set_ros_workspace_color)\\]$(parse_ros_workspace)\\[\\[\\e[0;32m\\]$(parse_git_branch_and_add_brackets)>\\[\\[\\e[1;35m\\]\\W\\[\\[\\e[1;35m\\]$\\[\\[\\e[0m\\]\\[\\e[m\\]'), ('TERMINAL_COLOR_RED', '\\e[0;31m'), ('TERMINAL_BG_COLOR_CYAN', '\\e[46m'), ('TERMINAL_BG_COLOR_LIGHT_BLUE', '\\e[1;44m'), ('TERMINAL_BG_COLOR_LIGHT_RED', '\\e[1;41m'), ('TERMINAL_COLOR_LIGHT_BLUE', '\\e[1;34m'), ('TERMINAL_COLOR_CYAN', '\\e[0;36m'), ('RAW_TERMINAL_COLOR_BROWN', '\x1b[0;33m'), ('TERMINAL_COLOR_LIGHT_RED', '\\e[1;31m'), ('TERMINAL_BG_COLOR_LIGHT_CYAN', '\\e[1;46m'), ('RAW_TERMINAL_COLOR_PURPLE', '\x1b[0;35m'), ('ROS_DISTRO', 'rolling'), ('TERMINAL_COLOR_NC', '\\e[0m'), ('TERMINAL_COLOR_LIGHT_CYAN', '\\e[1;36m'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('RAW_TERMINAL_COLOR_LIGHT_PURPLE', '\x1b[1;35m'), ('RAW_TERMINAL_COLOR_YELLOW', '\x1b[1;33m'), ('TERMINAL_COLOR_USER_CONFIRMATION', '\\e[0;34m'), ('TERMINAL_BG_COLOR_WHITE', '\\e[1;47m'), ('TERMINAL_BG_COLOR_GRAY', '\\e[1;40m'), ('TERM', 'xterm'), ('ROS_LOCALHOST_ONLY', '0'), ('TERMINAL_COLOR_WHITE', '\\e[1;37m'), ('TERMINAL_COLOR_GRAY', '\\e[1;30m'), ('PATH', '/opt/ros/rolling/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('TERMINAL_BG_COLOR_LIGHT_GRAY', '\\e[47m'), ('TERMINAL_BG_COLOR_BLACK', '\\e[40m'), ('RTW_COLOR_NOTIFY_USER', '\\e[1;33m'), ('TERMINAL_COLOR_LIGHT_GRAY', '\\e[0;37m'), ('TERMINAL_COLOR_BLACK', '\\e[0;30m'), ('DISPLAY', '192.168.13.106:0.0'), ('LANG', 'C.UTF-8'), ('TERMINAL_BG_COLOR_BROWN', '\\e[43m'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('ROS_DOMAIN_ID', '42'), ('AMENT_PREFIX_PATH', '/opt/ros/rolling'), ('TERMINAL_COLOR_BROWN', '\\e[0;33m'), ('TERMINAL_BG_COLOR_PURPLE', '\\e[45m'), ('RAW_TERMINAL_COLOR_GREEN', '\x1b[0;32m'), ('TERMINAL_COLOR_PURPLE', '\\e[0;35m'), ('TERMINAL_BG_COLOR_LIGHT_PURPLE', '\\e[1;45m'), ('RAW_TERMINAL_COLOR_LIGHT_GREEN', '\x1b[1;32m'), ('TERMINAL_COLOR_USER_NOTICE', '\\e[1;33m'), ('TERMINAL_BG_COLOR_YELLOW', '\\e[1;43m'), ('TERMINAL_COLOR_LIGHT_PURPLE', '\\e[1;35m'), ('TERMINAL_COLOR_YELLOW', '\\e[1;33m'), ('PWD', '/root/Stogl/my_new_workspace/src/schunk_robots/build/schunk_lwa4p'), ('RAW_TERMINAL_COLOR_BLUE', '\x1b[0;34m'), ('LC_ALL', 'C.UTF-8'), ('RAW_TERMINAL_COLOR_RED', '\x1b[0;31m'), ('RCUTILS_COLORIZED_OUTPUT', '1'), ('PYTHONPATH', '/opt/ros/rolling/lib/python3.10/site-packages:/opt/ros/rolling/local/lib/python3.10/dist-packages'), ('RAW_TERMINAL_COLOR_CYAN', '\x1b[0;36m'), ('RAW_TERMINAL_COLOR_LIGHT_BLUE', '\x1b[1;34m'), ('RTW_COLOR_ERROR', '\\e[0;31m'), ('COLCON', '1'), ('RAW_TERMINAL_COLOR_LIGHT_RED', '\x1b[1;31m'), ('RAW_TERMINAL_COLOR_NC', '\x1b[0m'), ('CMAKE_PREFIX_PATH', '/opt/ros/rolling')]), 'shell': False}
[0.085848] (schunk_lwa4p) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.086705] (schunk_lwa4p) StdoutLine: {'line': b'-- Up-to-date: /root/Stogl/my_new_workspace/src/schunk_robots/install/schunk_lwa4p/share/ament_index/resource_index/package_run_dependencies/schunk_lwa4p\n'}
[0.087103] (schunk_lwa4p) StdoutLine: {'line': b'-- Up-to-date: /root/Stogl/my_new_workspace/src/schunk_robots/install/schunk_lwa4p/share/ament_index/resource_index/parent_prefix_path/schunk_lwa4p\n'}
